name;okrug;subject;cityname;vedomstvo;specific;y2017I1.1;y2017I1.2;y2017I1.3;y2017I1.4;y2017I1.5;y2017I1.6;y2017I1.7;y2017I1.8;y2017I1.9;y2017I1.10;y2017I1.11;y2017I1.12;y2017I1.13;y2017I1.14;y2017I1.15;y2017I2.1;y2017I2.2;y2017I2.3;y2017I2.4;y2017I2.5;y2017I2.6;y2017I2.7;y2017I2.8;y2017I2.9;y2017I2.10;y2017I2.11;y2017I2.12;y2017I2.13;y2017I2.14;y2017I2.15;y2017I2.16;y2017I3.1;y2017I3.2;y2017I3.3;y2017I3.4;y2017I3.5;y2017I3.6;y2017I3.7;y2017I3.8;y2017I3.9;y2017I3.10;y2017I3.11;y2017I3.12;y2017I3.13;y2017I4.1;y2017I4.2;y2017I4.3;y2017I4.4;y2017I5.1;y2017I5.2;y2017I5.3;y2017I5.4;y2017I5.5;y2017I5.6;y2017I5.7;y2017I5.8;y2017I6.1;y2017I7.1;y2017I7.2;y2017I7.3;y2017I7.4;y2017I7.5
Московский гуманитарно-экономический университет;1;1;Москва;1;1;0;0;56.34;45.16;0;0;0;0;0;1.15;0;73.58;2.87;56.52;0;28.39;0;3290.22;9.46;0;943.22;10700;3.44;100;380.26;0;0;11.11;0;1;0;0.11;12.48;22.68;0.22;22.47;0;0;1.59;1;0;1.89;0;0;11046.03;100;181.41;189.38;6.99;6.99;0;0;0;0.28;67;102.26;0;65.93;11.36;76.7;0.44;95.16
Российский новый университет;1;1;Москва;1;1;69.31;69.31;58.05;46.49;0;0;0;0;4.62;5.97;100;100;2.26;75.55;0;29;27.84;7584.69;36.54;35.38;792.34;53368.2;5.26;95.13;197.37;0;0;5.17;0;5;1.74;0.95;5.42;4.51;0.34;4.17;0.89;0.75;0;0;0;2.47;0;0;4847.14;82.42;188.38;282.88;7.63;7.3;0;0;0.33;0.36;57;66.65;0;50.15;21.49;67.78;1.25;79.55
Адыгейский государственный университет;6;60;Майкоп;5;1;60.76;60.76;55.46;47.13;0;0;3;0.39;3.69;5.08;22.73;88.74;2.87;72.52;0.06;12.99;33.26;777.55;1.3;5.98;390.59;32631.6;4.29;100;58.94;1;0;9.58;0.8;16;15.85;2.26;13.59;7.16;1.3;5.86;0;0;0;0;1.98;0;1964.6;0;584.43;29.58;145.63;216.34;17.21;0;17.21;0;0;0.39;11.83;163.83;0;74.19;15.9;90.93;6.77;87.56
Алтайский государственный медицинский университет Министерства здравоохранения Российской Федерации;3;9;Барнаул;9;4;74.11;74.04;59.14;44.62;0;1;351;38.4;0;25.55;0;6.27;34.89;97.01;30.15;72.27;57.29;569.19;3.88;11.28;137.32;44618.2;4.87;100;62.18;0;0;13.12;3.32;2;3;0.17;12.03;2.38;0.5;1.88;0;0;0;0;0.41;1.22;0;45078.5;813.69;50.36;195.51;217.57;13.31;0;9.7;2.81;0.8;0.46;35.47;149.64;0;57.59;22.1;78.7;9.59;80.08
Алтайский государственный технический университет им. И.И. Ползунова;3;9;Барнаул;5;1;60.15;60.05;52.13;40.67;0;2;20;1.52;11.03;12.29;9.3;9.75;1.67;70.5;2.51;20.97;46.3;177.43;6.84;11.03;254.49;60535.1;5.39;91.94;75.27;4;0;8.12;0;9;11.03;0.66;5.63;2.87;0.25;2.62;0.23;0;0;0;8.55;11.97;3386.6;20186.6;536.26;30.72;169.36;160.38;16.73;0;16.51;0;0.23;0.33;24.97;124.57;75;59.64;10.95;70.39;4.55;93.35
Алтайский государственный университет;3;9;Барнаул;5;1;70.04;69.43;59.61;44.74;0;13;7;0.38;19.03;20.56;71.71;100;2.91;100;0.65;62.31;153.74;241.06;31.65;30.24;339.55;210261.8;12.01;95.96;61.57;5;0.01;18.02;1.6;37;8.34;1.68;7.43;3.68;0.98;2.7;1.23;1.23;2.03;6;1.18;11.42;0;21612;770.96;31.17;218.54;200.72;6.29;0;6.05;0.09;0.16;0.55;76.83;105.04;0;64.24;16.72;82.11;4.81;87.11
Астраханский государственный медицинский университет Министерства здравоохранения Российской Федерации;6;57;Астрахань;9;4;73.6;73.6;59.36;44.66;0;0;209;28.79;0;14.08;0;19.44;18.53;100;27.24;6.32;44.05;325.53;2.17;11.46;152.89;27381.5;7.85;100;46.31;0;0;30.97;1.53;2;0.59;15.39;14.48;6.23;0.75;5.48;0;0;0;0;1.07;2.81;0;0;628.96;49.17;149.49;160.44;9.43;0;9.07;0;0.36;0.2;67.97;139.87;65;51.65;19.65;70.47;8.77;75.5
Астраханский государственный технический университет;6;57;Астрахань;20;1;61.63;61.63;54.29;44.29;0;0;44;4.31;17.57;20.62;27.02;28.03;4.3;35.84;3.3;28.32;36.59;483.36;2.69;5.38;165.6;25653;3.78;100;36.3;2;0;15.36;1.47;5;1.65;3.74;12.38;10.11;4.87;5.24;0.28;0.06;0.16;1;9.17;2.29;0;7979.2;656.07;44.98;154.21;139.3;11.53;0;11.53;0;0;0.32;20.01;157.48;70;59.07;14.14;74.07;4.05;76.52
Астраханский государственный университет;6;57;Астрахань;5;1;64.68;64.6;59.28;44.53;0;1;42;3.3;19.47;20.7;30.81;32.6;2.67;98.39;5.8;33;63.21;804.22;2.2;4.11;171.29;35443.5;3.97;100;19.3;0;0;29.34;1.73;5;3.23;0.75;13.28;8.2;0.36;7.84;0.75;0.66;0.61;5;4.29;1.23;2696.7;46259;542.05;41.38;147.15;146.59;5.8;0;5.77;0;0.03;0.24;38.23;149.51;70;60.14;15.3;75.32;4.64;77.32
Балтийский федеральный университет имени Иммануила Канта;5;49;Калининград;5;1;72.68;72.61;67.68;56.23;2;0;48;4.05;16.61;22.77;31.75;30.53;8.14;97.3;7.14;50.41;78.7;352.59;21.97;29.08;167.84;241560.5;14.02;95.97;212.49;1;0;23.93;1.45;9;10.59;2.24;3.07;3.63;2.01;1.62;0.79;0.36;1.42;8;1.86;1.45;27045.8;2909.5;885.97;32.54;189.2;289.63;13.83;0;13.12;0.46;0.25;0.63;34.79;83.46;70;48.67;14.96;66.87;5.77;82.86
Башкирский государственный медицинский университет Министерства здравоохранения Российской Федерации;9;77;Уфа;9;4;82.11;82.11;63.16;43.53;0;0;347;25.65;0;18.78;0;8.16;25.63;95.5;21.63;20.26;31.29;122.9;2.04;10.31;87.77;58422.3;2.17;100;19.95;1;0;19.98;4.73;5;0.48;1.86;3.77;2.97;2.72;0.25;0.3;0.44;0.1;0;1.19;0.91;2917.8;63894;2180.12;67.4;177.21;392.58;14.64;0;11.27;3.22;0.14;0.34;69.06;86.99;85;64.9;26.98;91.37;10.35;76.09
Башкирский государственный университет;9;77;Уфа;5;1;67.19;67.06;65.17;56.97;2;1;62;3.71;15.99;18.29;17.89;33.68;5.36;99.93;3.35;167.75;197.96;2304.6;21.01;26.8;938.1;155506;9.39;95.77;98.65;24;0.27;31;3.1;5;11.02;1.41;1.83;1.76;0.49;1.27;0.71;1.02;0.61;6;1.61;2.82;4479.3;9826.3;765.03;40.67;174.88;178.88;10.66;0;9.43;0.95;0.28;0.32;62.29;114.35;75;63.63;23.03;84.11;5.07;85.7
Белгородский государственный национальный исследовательский университет;1;30;Белгород;5;1;70.04;69.91;61.55;50.26;0;2;85;4.67;9.65;16.94;14.19;28.75;10.96;95.83;3.93;168.02;253.88;802.92;14.61;31.54;329.84;738593.4;26.03;84.56;299.93;8;0.01;25.61;2.11;18;10.82;7.27;10.61;7.43;3.94;3.48;0.96;0.97;2.66;38;7.42;4.72;10113.5;149241.9;1093.21;46.66;185.25;262.19;17.34;0;16.22;0.95;0.17;0.38;51.39;105;0;60.21;16.07;78.52;5.44;83.07
Белгородский государственный технологический университет им. В.Г. Шухова;1;30;Белгород;5;1;62.51;62.46;66.19;54.92;0;1;34;2.48;10.11;12.84;12.96;76.64;5.87;88.99;4.98;6.49;20.09;4481.65;5.37;11.73;1162.38;203509.4;14.18;98.67;144.48;101;0.09;25.4;3.87;3;24.96;4.72;4.15;10.16;6.62;3.53;0.05;0.26;3.34;23;3.12;0.83;438.6;51626.2;754.25;42.12;160.21;175.42;11.94;0;11.94;0;0;0.53;52.95;139.62;75;58.89;17.07;70.37;3.93;87.32
Благовещенский государственный педагогический университет;4;21;Благовещенск;5;1;58.97;58.97;51.09;44.9;0;0;0;0;5.87;6.3;38.71;92.33;1;77.2;5.68;59.32;106.78;700;10.73;14.12;341.24;9599.8;2.32;100;43.62;0;0;8.37;1.62;2;0.56;7.25;0.14;11.24;11.24;0;0.05;0.51;0;0;17.39;0;0;0;741.35;31.72;154.75;180.72;10.16;0;10.16;0;0;0.39;34.51;271.79;75;70.73;9.24;80.43;4.07;92.93
Брянский государственный аграрный университет;1;31;село Кокино;6;3;55.66;55.66;50.56;40.85;0;0;24;6.4;5.01;8.52;2.44;14.88;4.09;95.23;2.18;25.41;21.01;654.78;7.33;10.26;326.9;40664;8.25;100;190.64;212;0;35.89;1.48;2;0.98;0;14.51;10.65;0;10.65;0;0;0;0;0;0;0;13008;678.79;28.17;200.34;237.5;26.82;0;26.82;0;0;0.34;48.84;193.34;65;63.4;19.79;82.83;3.35;96.94
Владивостокский государственный университет экономики и сервиса;4;25;Владивосток;5;1;69.98;69.98;55.75;39.77;0;0;11;0.96;8.07;9.18;25;39.81;4;88.76;2.37;64.91;122.78;921;7.65;20.51;400.8;51664.9;3.44;100;126.42;7;0.19;18.67;3.99;2;1.84;5.02;1.27;9.62;9.62;0.01;1.35;3.69;1.87;6;0.51;0;401.5;41985.5;2757.47;59.96;192.23;304.91;25.3;0;12.02;10.84;2.44;0.6;63.44;72.97;65;62.57;9.34;67.72;3.15;83.53
Владимирский государственный университет имени Александра Григорьевича и Николая Григорьевича Столетовых;1;32;Владимир;5;1;63.68;63.59;58.43;45.97;0;2;142;7.03;12.4;14.26;9.24;87.29;3.22;61.81;4.01;17.24;95.33;1063.33;9.22;18.44;163.54;179199.3;10.94;89.3;132.77;17;0;17.16;1.28;6;7.59;1;2.73;3.07;0.9;2.17;0.39;1.06;0.45;5;4.95;0;1506.6;188.6;649.24;36.54;188.62;163.51;9.63;0;9.58;0.04;0.01;0.31;22.18;115.33;80;58.27;13.28;72.48;3.84;84.04
Волгоградский государственный медицинский университет Министерства здравоохранения Российской Федерации;6;58;Волгоград;9;4;75.83;75.83;59.15;44.09;0;0;207;18.8;0;13.83;0;53.12;17.31;94.15;13.9;86.42;145.28;987.36;4.53;13.58;174.34;95193.1;5.02;95.64;50.34;0;0;24.44;2.44;5;3.58;16.22;2.17;13.24;11.11;2.13;0;0;0;0;2.01;0.67;205.5;359347.8;992.66;55.47;157.31;314.55;14.04;0;8.15;5.89;0;0.29;65.2;134.05;80;53.47;15.42;71.44;11.69;72.4
Волгоградский государственный технический университет;6;58;Волгоград;5;1;59.67;59.55;50.74;42.55;0;3;40;2.63;14.03;16.56;100;86.38;3.66;94.78;1.32;72.67;163.05;2754.56;19.57;31.91;318.76;331156;18.61;99.39;322.56;1;0;24.49;1.51;7;14.79;3.99;2.87;4.49;3.08;1.4;0.01;0.04;0.1;0;5.7;0.67;373.5;47913.4;868.12;40.47;167.37;225.93;17.59;0;17.59;0;0;0.42;53.18;289.34;70;61.36;17.1;78.51;4.54;91.32
Воронежский государственный лесотехнический университет имени Г.Ф. Морозова;1;33;Воронеж;5;1;59.13;59.13;49.49;43.66;0;0;46;10.6;8.87;10.31;4.35;91.34;3.85;54.75;2.17;74.55;90.87;3020.29;2.21;11.47;468.46;23352.8;5.9;80.51;87.52;4;0.27;15.61;0.88;3;4.41;0.26;15.93;13.65;1.77;11.88;0;0;0;0;2.27;1.14;210.5;230.9;768.89;44.03;158.5;173.01;15.65;0;15.65;0;0;0.4;29.08;248.63;65;63.52;20.73;83.98;4.27;96.6
Воронежский государственный медицинский университет имени Н.Н. Бурденко;1;33;Воронеж;9;4;85.94;85.94;73.64;50.2;0;0;257;26.2;0;15.87;0;14.1;20.61;97.09;22.51;13.9;41.25;1263.92;4.23;18.28;275.63;85711.2;7.82;100;127.01;4;0;25.09;1.24;6;4.53;8.55;6.53;7.46;4.89;2.57;0;0;0;0;0.29;0.67;0;0;998.47;60.27;165.85;216.99;9.09;0;7.47;0;0;0.26;55.99;135.7;80;60.67;18.28;81.85;10.06;75.65
Воронежский государственный технический университет;1;33;Воронеж;5;1;65.16;65.13;54.27;45.67;0;1;416;19.69;16.34;18.26;33.7;20.31;3.16;85.24;12.23;32.04;40.15;1235.81;8.66;13.6;268.92;208120.4;10.14;94.33;124.11;1;0;13.9;0.94;23;1.49;2.2;2.34;3.84;2.18;1.66;0.13;0;0.16;2;8.03;3.05;0;15157.9;600.49;30.99;163.34;181.82;15.47;0.05;7.97;7.45;0;0.25;55.74;117.55;0;57.17;16;74.36;4.66;85.68
Воронежский государственный университет;1;33;Воронеж;5;1;71.1;70.95;64.1;46.89;1;6;55;1.76;16.91;20.17;11.54;26.19;4.76;83.4;1.49;132.84;167.8;1657.47;18.22;25.64;363.9;306610.1;12.74;94.43;122.29;8;0;22.79;1.28;24;7.43;3.36;2.6;10.03;7.25;2.78;1.34;1.73;0.37;5;7.46;2.87;1757.1;17637.6;748.24;44.38;150.98;164.42;7.88;0;7.85;0;0.03;0.22;58.3;219.56;75;55.7;20.72;77.12;6.12;85.87
Воронежский государственный университет инженерных технологий;1;33;Воронеж;5;1;59.69;59.69;56.38;46.36;0;0;11;1.34;17.08;18.71;12.3;93.63;2.27;73.79;2.38;24.24;43.99;1717.07;4.48;9.22;427.29;36115.4;5.48;85.68;9.93;4;0.01;25.84;2.44;4;0.53;4.47;2.73;5.25;3.39;1.86;0.86;0;0;0;5.1;1.02;0;0;551.77;31.76;167;152.59;8.92;0;8.87;0;0.05;0.23;44.01;203.97;75;64.28;15.96;80.53;4.55;81.74
Вятская государственная сельскохозяйственная академия (ФГБОУ ВО Вятская ГСХА);9;72;Киров;6;3;52.33;52.33;51.12;42.18;0;0;11;2.44;8.65;11.23;24.71;82.07;3.31;43.61;1.29;2.34;6.54;4409.62;2.34;1.4;400.75;18064.2;5.07;100;33.2;0;0;10.74;1.49;0;0;0.97;0.17;0;0;0;0;0;0;0;0;0;0;1291.5;485.94;29.18;153.93;164.01;23.02;0;23.02;0;0;0.35;28.96;151.08;80;63.87;14.76;79.84;4.47;83.33
Горно-Алтайский государственный университет;3;9;Горно-Алтайск;5;1;58.97;58.97;55.11;45.07;0;0;6;1.53;9.26;10.62;19.1;20.07;2.52;84.23;2.35;28.07;13.68;75.09;4.91;9.82;75.09;21840.6;3.81;100;24.66;8;0;11.68;0.78;2;25.96;0.01;7.09;3.53;0;3.53;0.27;0.48;0.9;1;6;6;559.3;1442;203.29;10.1;150.36;289;16.67;0;15.42;1.25;0;0.43;60;186.6;60;63.49;9.56;74.42;6.78;76.69
Российская таможенная академия;1;2;Люберцы;19;1;82.77;82.77;70.01;51.5;0;0;0;0;3.94;6.98;30;49.21;6.03;96.22;0;2.85;0;556.08;8.08;9.03;464.83;39071.4;4.33;100;0;0;0;15.25;0;5;0.48;0.17;7.14;7.78;0;7.78;0;0;0.45;1;1.96;5.88;0;0;0;0;220.38;355.52;14.35;0;14.35;0;0;0.72;5.67;176.7;75;57.82;17.37;76.2;4.51;76.96
Государственный университет морского и речного флота имени адмирала С.О. Макарова;5;48;Санкт-Петербург;8;6;62.78;62.78;56.36;45.51;0;0;54;4.8;2.34;4.95;29.41;26.92;3.04;100;3.48;5.11;15.92;682.65;5.11;7.27;118.92;90151.9;5.78;89.84;86.55;0;0;8.98;0.51;1;0.59;1.45;4.42;7.01;0.89;6.12;0.02;0.02;0.15;0;0.66;0;38;35754.4;1114.63;34.87;165.01;324.85;21.7;0;21.7;0;0;0.41;26.41;363.91;75;51.72;16.55;66.91;4.75;87.07
Государственный университет управления;1;1;Москва;5;1;77.05;77.05;63.57;49.09;0;0;31;2.86;16.38;19.49;100;83.47;4.51;99.42;1.56;3.38;15;2235.29;0.84;5.7;111.73;69688.9;4.64;100;29.35;0;0;11.3;0.86;2;1.48;2.09;3.02;3.97;1.51;2.45;2.09;0.48;0.46;3;4.36;3.12;0;161;2190.62;67.3;160.19;216.38;12.65;0;12.65;0;0;0.27;0.1;122.61;0;62.4;20.29;83.14;3.77;90.19
Дальневосточный федеральный университет.;4;25;Владивосток;5;1;68.62;68.57;55.78;40.18;0;3;238;5.18;16.68;18.74;24.17;39.05;2.91;68.81;6.19;88.06;80.04;160.5;31.46;43.05;200.34;721800.4;7.06;94.36;270.14;6;0;19.48;1.07;8;3.41;5.81;2.4;4.25;3.83;0.41;0.58;1.4;1.55;33;9.83;2.12;33845.5;145413.7;1768.81;33.43;227.5;572.9;27.56;0;26.48;1.08;0;0.48;65.95;112.13;70;51.14;12.51;59.87;6.02;87.42
Дипломатическая академия Министерства иностранных дел Российской Федерации;1;1;Москва;7;1;93.79;93.45;76.6;69.45;1;1;1;0.75;43.03;46.06;74.39;83.98;14.79;88.56;0;25.23;12.01;1872.67;2.4;7.21;239.64;4748.3;1.15;100;6.22;0;0;11.89;1.14;5;1.2;3.33;12.27;19.04;2.44;16.6;0.61;0;0;0;13.04;38.51;0;8932;1840.89;61.24;134.26;459.89;12.07;0;12.07;0;0;0.54;34.8;283.89;0;48.35;10.21;57.55;6.96;98.19
Донской государственный технический университет;6;62;Ростов-на-Дону;5;1;65.42;65.37;56.55;48.41;4;0;111;3.06;10;11.06;6.77;94.48;1.89;83.76;4.18;16.94;23.72;470.3;8.28;12.23;213.06;131530.5;4.31;82.05;60.24;0;0;9.74;1.46;3;2.72;1.79;6.62;6.02;3.16;2.86;0;0;0.28;5;8.54;1.65;0;21785.4;518.31;31.11;165.23;162.06;10.11;0;10.07;0;0.04;0.21;77.08;93.62;70;56.02;11.03;66.61;4.22;90.42
Ивановский государственный университет;1;34;Иваново;5;1;65.79;65.79;58.83;45.6;0;0;2;0.4;14.17;16.81;11.11;88.49;3.41;99.52;1.4;101.67;111;1457.21;12.55;11.26;399.94;22341.6;4.41;100;16.32;0;0;13.33;3.08;12;7.08;4.28;8.73;14.42;4.82;9.59;0.08;0.16;0;0;8.89;1.11;0;10906.4;492.27;30.22;151.94;191.9;16.59;0;16.59;0;0;0.5;8.29;289.53;60;61.34;22.25;84.34;6.68;92.41
Иркутский государственный университет;3;11;Иркутск;5;1;65.85;65.81;64.17;45.46;0;2;26;1.13;10.93;11.78;91.56;94.11;1.71;90.62;2.96;134.21;134.95;1011.54;16.86;21.28;251.57;167926.4;8.8;0;87.37;0;0;15.9;1.34;10;7.27;3.65;0.26;2.5;2.4;0.09;0.91;0.65;0.74;5;3.3;0.55;14872.9;41796.4;646.24;32.01;172.92;180;13.26;0;13.26;0;0;0.31;40.13;283.5;70;59.73;13.35;72.59;4.72;85.54
Иркутский национальный исследовательский технический университет;3;11;Иркутск;5;1;63.92;63.89;50.94;44.52;0;1;203;8.7;15.85;18.54;26.54;31.84;3.64;90.79;8.91;16.07;22.26;611.24;7.11;12.75;262.44;270170.3;10.87;93.09;215.71;7;0.49;13.01;1.67;8;0.65;4.37;4.76;9.25;4.22;5.03;0.08;0.21;0.35;4;12.13;0.54;1930;358.9;796.85;34.69;169.26;243.94;12.89;0;12.89;0;0;0.36;65.01;142.06;0;65.3;11.72;72.61;5.32;83.63
Кабардино-Балкарский государственный университет им. Х.М. Бербекова;7;64;Нальчик;5;1;58.84;58.84;71.41;47.26;0;0;51;3.58;18.87;24.1;0;83.31;7.41;99.53;1.73;26.59;44.22;495.19;9.79;20.72;188.77;55656.8;4.41;100;78.15;2;0;13.32;0.79;9;0;4.86;0.54;3.1;2.71;0.39;0;0;0;0;3.98;0.95;0;15328.5;619.39;30.07;176.45;177.11;18.66;0;18.66;0;0;0.51;52.99;209.4;0;57.22;21.89;79.33;5.55;90.53
Казанская государственная консерватория имени Н.Г. Жиганова;9;80;Казань;3;2;83.45;83.45;70.74;64.72;0;0;2;1.71;6.44;11.35;52.63;45.12;6.41;83.46;0;0;8.19;255.29;0.68;0;101.71;21396.3;16.87;39.73;58.02;0;0;3.5;0.75;1;1.37;5.45;2.56;8.3;4.15;4.15;0;0;0;0;2.5;7.5;0;17280;230.25;13.12;162.68;411.92;18.61;0;18.61;0;0;0.27;15.13;662.7;80;19.28;5.46;28.67;5.4;67
Казанский (Приволжский) федеральный университет;9;80;Казань;5;1;79.41;79.22;64.48;53.75;9;3;140;2.47;14.07;17.33;25.71;84.56;4.45;96.76;3.04;200.96;290.55;461.82;55.35;91.43;276.37;1587087.6;18.26;96.49;188.33;1;0;29.31;1.1;13;11.38;2.92;8.02;4.78;1.88;2.89;0.77;1.66;2.95;85;8.87;3.66;6158.6;46077.2;1487.92;48.29;223.4;354.01;10.75;0;9.96;0.78;0.01;0.32;4.02;245.18;0;54.88;15.51;70.56;6.6;88.36
Казанский государственный медицинский университет Министерства здравоохранения Российской Федерации;9;80;Казань;9;4;84.26;82.64;71.05;54.84;0;14;246;30.79;0;16.98;0;30.92;21.88;86.65;22.24;172.62;166.13;602.69;16.71;23.57;124.18;63159.5;5.49;100;86.76;1;0;19.53;0.73;3;3.53;11.26;5.1;8.69;4.97;3.72;0;0;0;0;3.33;1.24;0;82588.9;1228.29;57.51;166.64;239.55;21.38;0;9.94;11.44;0;0.28;37.26;150.29;0;52.02;25.43;84.26;8.18;53.91
Казанский государственный энергетический университет;9;80;Казань;5;1;66.92;66.92;65.96;50.63;0;0;60;6.58;18.61;19.69;11.82;95.15;2.24;78.45;4.1;29.36;44.28;1138.9;7.69;20.51;184.57;99727.5;11.39;95.93;107.88;1;0.02;15.82;3.61;2;3.5;1.24;4.22;4.83;1.22;3.61;0.04;0.16;0.63;0;9.82;2.68;0;13384.4;790.68;38.76;174.83;175.23;14.37;0;10.19;4.18;0;0.29;47.93;147.21;75;60.92;15.59;75.56;3.54;93.93
Казанский национальный исследовательский технический университет им. А.Н. Туполева-КАИ (КНИТУ-КАИ);9;80;Казань;5;1;71.49;71.11;59.3;46.41;1;11;177;11.7;14.38;18.41;21.51;24.19;5.29;54.63;6.17;36.75;125.98;843.18;14.17;29.66;281.5;502158.5;24.22;98.06;441.56;0;0;21.18;2.17;8;0;2.12;2.34;4.61;2.49;2.13;0;0;0.91;8;5.36;1.28;6129.9;1428.5;953.73;35.06;184.5;279.79;18.11;0;18.11;0;0;0.58;55.16;205.6;85;57.76;16;75.4;5.71;87.35
Казанский национальный исследовательский технологический университет;9;80;Казань;5;1;61.16;61.13;55.4;42.2;0;1;82;3.26;27.81;30.33;29.32;34.08;3.89;77.95;7.28;189.48;205.42;1479.22;20.99;21.15;138.3;840964.4;25.02;88.66;582.23;1;0;23.79;2.29;2;2.3;1.54;8.59;7.74;1.58;6.16;0.15;0.02;0.46;7;6.91;2;1825.2;63997.8;1005.11;39.02;171.89;237.81;12.02;0;8.65;3.2;0.17;0.37;51.12;150.91;0;61.01;17.56;78.92;4.91;80.65
Калининградский государственный технический университет;5;49;Калининград;20;1;56.81;56.81;54.02;42.03;0;0;0;0;5.97;8.41;18.66;36.95;2.8;99.44;0.05;3.77;8.26;28.19;4.49;5.75;45.43;41650.7;3.58;100;49.21;2;0;5.11;0.89;4;4.85;1.61;7.29;5.6;1.5;4.1;0.02;0;0.31;2;5.22;0;250.9;18116.7;988.35;47.32;117.51;243.4;43.83;0;43.83;0;0;0.45;22.86;208.63;65;62.8;11.82;72.6;4.64;86.74
Калмыцкий государственный университет им. Б.Б.Городовикова;6;61;Элиста;5;1;62.34;62.34;55.17;40.57;0;0;29;3.44;20.43;21.4;28.92;70.18;4.68;82.72;6.11;27.24;30.67;1347.48;2.94;5.89;294.48;27320.1;3.85;100;11.8;10;0;11.09;2.1;4;8.34;1.6;7.88;3.76;2.38;1.37;0.95;1.14;1.15;2;5.21;4.74;950;11206.3;465.76;26.77;163.53;157.3;13.31;0;13.31;0;0;0.24;48.01;208.19;55;60.69;15.35;73.52;4.37;87.85
Карачаево-Черкесский государственный университет имени У.Д. Алиева;7;65;Карачаевск;5;1;53.09;53.09;0;53.65;0;0;0;0;12.97;14.22;25;14.03;3.64;25.1;0;1.07;2.86;94.63;1.07;0.71;54.63;16653.3;4.97;100;59.47;0;0;4.55;0.34;2;1.07;0;29.34;16.58;0;16.58;0;0;0;0;1.11;2.22;0;0;295.87;24.74;156.2;135.57;12.44;0;8.34;3.53;0.58;0.26;0;193.46;55;60.65;10.46;70.35;3.57;95.68
Костромская государственная сельскохозяйственная академия;1;36;поселок Короваева;6;3;52.83;52.83;54.35;40.31;0;0;16;4.28;4.46;6.48;2.86;56.63;2.39;99.19;6.87;1.42;1.89;77.2;0.47;0.95;59.67;13251.1;3.96;100;56.13;0;0;12.39;2.58;0;0;0.01;24.74;18.37;0;18.37;0;0;0;0;0;0;0;1830.8;430.56;27.2;149.26;166.46;23.51;0;23.51;0;0;0.36;36.26;288.79;70;67.09;9;76.94;4.54;85.32
Кубанский государственный технологический университет;6;59;Краснодар;5;1;69.35;69.08;61.87;54.03;0;5;28;2.12;9.67;10.34;10.42;62.14;2.28;84.25;5.69;27.85;44.02;494.54;4.04;12.88;298.85;79563.9;6.02;99.52;58.28;1;0.02;13.64;2.82;2;4.19;2.68;1.73;4.57;3.41;1.16;0.05;0;0.94;7;3.05;1.02;0;12137.6;1250.17;63.13;171.09;152.97;12.88;0;12.88;0;0;0.3;54.45;136.94;0;60;13.88;73.38;3.15;95.48
Кубанский государственный университет;6;59;Краснодар;5;1;74.35;74.33;66.24;49.45;1;0;211;6.52;16.06;17.43;15.12;33.69;3.01;87.29;9.56;29.3;36.76;328.8;6.84;11.9;362.46;166538.7;7.42;95.83;67.51;0;0;23.97;0.99;7;9.32;0.65;1.36;1.53;1.02;0.52;0.1;0.1;0.29;3;4.42;0;0;28459.6;877.4;44.05;203.78;148.97;4.89;0;4.45;0.16;0.28;0.23;41.05;73.02;70;57.69;17.61;77.12;4.29;88.7
Курганская государственная сельскохозяйственная академия имени Т.С. Мальцева;2;3;Кетовский район; с.Лесниково;6;1;49.49;49.49;54.34;41.62;0;0;3;0.9;1.66;4.74;4.76;71.54;3.47;33.27;1.62;0;3.28;358.02;0;2.73;148.13;23960;8.13;100;119.49;1;0;8.42;0;1;6.01;0;8.68;4.48;0;4.48;0;0;0;0;0;1.85;0;0;496.69;30.85;108.71;189.36;27.58;0;27.58;0;0;0.5;22.11;243.25;75;56.44;13.75;68.63;3.55
Курский государственный медицинский университет Министерства здравоохранения Российской Федерации;1;37;Курск;9;4;79.12;79.12;61.79;47.94;0;0;222;16.2;0;12.36;0;19.41;14.98;95.97;15.27;48.07;45.41;529.61;3.33;12.97;280.94;43466.5;3.89;100;38.47;2;0;19.75;1.81;3;3.16;32.26;1.36;25.9;24.63;1.27;0.06;0.05;0.31;2;0.93;0;72.8;407723.8;1184.72;63.73;167.21;172.44;14.66;0;6.74;7.91;0;0.22;20.1;76.88;0;51.77;19.17;70.4;6.36;93.17
Магнитогорский государственный технический университет им. Г.И. Носова;2;7;Магнитогорск;5;1;64.32;64.23;61.97;41.21;0;2;32;2;12.28;13.67;13.03;89.56;2.24;98.59;3.94;10.57;55.05;3266.52;9.75;22.93;479.79;249741;14.72;83.14;278.68;1;0;16.65;0.6;18;1.65;0.04;4.29;2.36;0.13;2.24;0.08;0.04;0;0;0;2.3;733.3;1387.8;861.47;36.99;157.81;218.61;18.35;0;17.88;0.47;0;0.51;22.93;195.75;75;70.09;12.44;83.05;4.73;95.38
